nome_empresa,url_site,consulta,status_execucao,mensagem_pt,trabalha_com_madeira,trabalha_com_painel_pinus,flag_painel_pinus,confianca_madeira,confianca_painel_pinus,trecho_evidencia,resumo_materiais,qtde_itens_total,qtde_itens_madeira,qtde_itens_menciona_pinus,data_coleta,tentativas,nome_empresa_limpa,nm_mun,nm_uf,nu_latitude,nu_longitude
Fabribam Moveis - Ituporanga,https://www.fabribam.com.br/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre painéis de madeira pinus na página 'Sobre a Fabribam'. A busca direta na página de produtos também falhou.,unknown,unknown,0,30,35,Nenhuma menção direta a 'madeira' ou 'pinus' foi encontrada na página 'Sobre a Fabribam'. A empresa se descreve como produtora de gabinetes para banheiro com foco em tecnologia e design.,A empresa foca em gabinetes para banheiro. Não há menção explícita de madeira ou painéis de pinus nas informações disponíveis.,0,0,0,2026-01-15T12:50:52.576268+00:00,Navigated to https://www.fabribam.com.br/; Accepted cookies.; Clicked 'Produtos'.; Attempted to search for 'painel de madeira pinus' on '/produtos' page (failed).; Scrolled on '/produtos' page.; Extracted visible product categories from '/produtos' page.; Clicked 'Institucional'.; Clicked 'Sobre a Fabribam'.; Scrolled on 'Sobre a Fabribam' page.; Extracted text content from 'Sobre a Fabribam' page.,Fabribam Moveis,ITUPORANGA,Santa Catarina,-27.41485849,-49.6034147
Bluenergy Geracao De Energia Ltda - Santa Cecilia,https://www.blueenergysolar.com.br/energia-solar-residencial/,"""Bluenergy Geracao De Energia Ltda - Santa Cecilia"" ""painel de madeira""",ERROR,Não foi possível resolver o CAPTCHA no DuckDuckGo após múltiplas tentativas. A pesquisa foi bloqueada e não há mais tentativas disponíveis. A página inicial da empresa não continha as informações necessárias sobre painéis de madeira.,unknown,unknown,0,30,35,O acesso aos resultados da pesquisa foi bloqueado por um CAPTCHA que não pôde ser resolvido.,Informações sobre trabalho com madeira ou painéis de pinus não puderam ser obtidas devido a um CAPTCHA persistente.,0,0,0,2026-01-15T12:58:55.346138+00:00,"Navegou para https://www.blueenergysolar.com.br/energia-solar-residencial/; Extraiu conteúdo da página inicial (sem informações sobre madeira).; Pesquisou no DuckDuckGo por ""Bluenergy Geracao De Energia Ltda - Santa Cecilia"" ""painel de madeira"".; Tentou resolver CAPTCHA clicando em ""Enviar"" várias vezes.; Tentou resolver CAPTCHA clicando em ""Tentar novamente"".",Bluenergy Geracao De Energia Ltda,SANTA CECILIA,Santa Catarina,-26.95690074,-50.42290162
Marafon Moveis Ltda - Coronel Freitas,https://www.marafonmoveis.com.br,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre o uso de madeira ou painéis de pinus no catálogo da empresa.,unknown,unknown,0,30,35,Nenhuma evidência encontrada no catálogo.,Nenhuma informação sobre materiais foi encontrada no catálogo.,0,0,0,2026-01-15T13:01:10.094051+00:00,"Navigated to https://www.marafonmoveis.com.br/index-h5.html#page=1; Extracted text from page 1 (no text found); Navigated to page 2; Extracted text from page 2 ('Página seguinte', 'Clique para virar a Página'); Navigated to page 4; Navigated to page 6; Extracted text from page 6 ('Página seguinte', 'Clique para virar a Página'); Navigated to page 8; Navigated to page 10; Navigated to page 12; Navigated to page 14; Navigated to page 16; Navigated to page 18; Extracted text from page 18 (no text found); Navigated to page 19; Navigated to page 20; Navigated to page 21 (last page)",Marafon Moveis Ltda,CORONEL FREITAS,Santa Catarina,-26.90325141,-52.70915146
Quater Moveis - Rio Negrinho,https://www.quater.com.br/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre o trabalho da empresa com madeira e painéis de pinus no site.,unknown,unknown,0,30,35,A informação relevante não está disponível na página.,"Não foram encontrados detalhes sobre os materiais utilizados pela empresa, especificamente madeira ou painéis de pinus.",0,0,0,2026-01-15T13:01:11.803702+00:00,Navigated to https://www.quater.com.br/; Closed newsletter popup; Navigated to Coleções page; Scrolled down Coleções page 3 times; Clicked 'Sobre A Móveis Quater' link; Attempted to extract information from https://www.quater.com.br/sobre-a-moveis-quater/empresa/ - Result: 'A informação relevante não está disponível na página.'; Navigated to Catálogos page; Scrolled down Catálogos page 2 times - Page content did not load.,Quater Moveis,RIO NEGRINHO,Santa Catarina,-26.25532503,-49.51729508
Lajosul Materiais Para Construcao Ltda - Sombrio,https://lajosul.com.br/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre o trabalho com madeira ou painéis de madeira de pinus na página principal após múltiplas rolagens.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,"A empresa lida com materiais de construção em geral, ferramentas, acessórios, tintas, vernizes, cimento usinado, material hidráulico e decoração.",0,0,0,2026-01-15T13:02:38.442474+00:00,Navigated to https://lajosul.com.br/; Scrolled down the page 3 times.; Checked for mentions of wood or pine panels.,Lajosul Materiais Para Construcao Ltda,SOMBRIO,Santa Catarina,-29.10913276,-49.63421036
Moveis Seiva S/A - Sao Bento do Sul,https://www.seivamoveis.com.br,painel de madeira pinus,NOT_FOUND,Nenhum produto encontrado na página de produtos que mencione madeira ou painéis de pinus.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,,0,0,0,2026-01-15T13:03:06.033010+00:00,https://www.seivamoveis.com.br/produtos,Moveis Seiva S/A,SAO BENTO DO SUL,Santa Catarina,-26.24948542,-49.3869789
Finestra - Saudades,https://www.finestramoveis.com/,painel de madeira pinus,NOT_FOUND,Informações sobre o uso de madeira e painéis de madeira de pinus não foram encontradas no catálogo virtual da empresa após a verificação de múltiplas páginas.,unknown,unknown,0,30,35,Nenhuma evidência encontrada.,Nenhuma informação específica sobre materiais foi encontrada no catálogo.,0,0,0,2026-01-15T13:06:39.245581+00:00,Navigated to https://www.finestramoveis.com/; Clicked 'Catálogo'; Scrolled down the page; Extracted content from page 1; Clicked 'next page'; Extracted content from page 2; Clicked 'next page'; Extracted content from page 3; Clicked 'next page'; Extracted content from page 4; Clicked 'next page'; Extracted content from page 5; Clicked 'next page'; Extracted content from page 6; Clicked 'next page'; Extracted content from page 7; Clicked 'next page'; Extracted content from page 8; Clicked 'next page'; Extracted content from page 9; Clicked 'next page'; Extracted content from page 10; Clicked 'next page'; Extracted content from page 11; Clicked 'next page'; Extracted content from page 12; Clicked 'next page'; Extracted content from page 13; Clicked 'next page'; Extracted content from page 14,Finestra,SAUDADES,Santa Catarina,-26.91975695,-52.99556973
Petroski Materiais De Construcao Ltda - Blumenau,http://www.petroski.com.br/,painel de madeira pinus,NOT_FOUND,Não foram encontradas informações sobre madeira ou painéis de madeira de pinus no site.,unknown,unknown,0,30,35,"The provided webpage does not contain specific product names, materials, or mentions of wood or pine in its current promotions section. The content mainly consists of promotional images and general information about the company and its contact details.",Não foi possível determinar os materiais trabalhados pela empresa.,0,0,0,2026-01-15T13:06:47.532840+00:00,Navigated to http://www.petroski.com.br/; Accepted cookies; Scrolled down multiple times; Visited 'Empresa' page; Attempted to click 'Promoções' (failed); Navigated back to homepage; Clicked 'Promoções'; Scrolled down promotions page; Extracted information from promotions page,Petroski Materiais De Construcao Ltda,BLUMENAU,Santa Catarina,-26.91610771,-49.05763088
Tecnoponta Engenharia - Corupa,https://www.tecnoponta.com.br/onepage,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre produtos de madeira ou painéis de pinus no site.,unknown,unknown,0,30,35,Nenhuma evidência encontrada.,Nenhuma informação sobre materiais foi encontrada.,0,0,0,2026-01-15T13:07:13.485835+00:00,Navigated to https://www.tecnoponta.com.br/onepage; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px,Tecnoponta Engenharia,CORUPA,Santa Catarina,-26.43196632,-49.226737
Agf Portas E Rodapes - Corupa,https://agfportas.com.br/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre o trabalho da empresa com madeira ou painéis de madeira pinus com base no conteúdo extraído da página de produtos.,unknown,unknown,0,30,35,A AGF é uma empresa que atua no segmento de portas de alto padrão no Brasil e está prestes a abrir as portas para o mercado internacional. KIT PORTA ABRIR INTERNA LAQUEADA – MODELO FRISADO KIT PORTA ABRIR INTERNA LAQUEADA – MODELO LISO KIT PORTA ABRIR INTERNA NATURAL – MODELO LISO KIT PORTA CORRER INTERNA LAQUEADA – MODELO LISO ou FRISADO KIT PORTA PIVOTANTE INTERNA LAQUEADA – MODELO LISO ou FRISADO RODAPÉS,"A empresa atua no segmento de portas de alto padrão e fabrica rodapés. Os produtos mencionados incluem kits de portas de abrir e correr, com acabamentos laqueados e modelos lisos ou frisados. Não há menção explícita a madeira ou painéis de madeira pinus.",0,0,0,2026-01-15T13:07:24.516232+00:00,Navigated to https://agfportas.com.br/; Clicked on 'Produtos'; Attempted to extract product information from /produtos/; Scrolled down on /produtos/; Extracted all visible text from /produtos/,Agf Portas E Rodapes,CORUPA,Santa Catarina,-26.43196632,-49.226737
Nardelli Home Revest Ltda - Rio do Sul,https://nardellihomerevest.com.br/,painel de madeira pinus,NOT_FOUND,Não foram encontrados resultados para 'painel de madeira pinus' ou termos relacionados como 'madeira'. As tentativas de busca no site foram infrutíferas.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Não foi possível determinar se a empresa trabalha com madeira ou painéis de pinus devido à ineficácia das ferramentas de busca do site.,0,0,0,2026-01-15T13:08:49.840566+00:00,Searched for 'painel de madeira pinus' on homepage.; Searched for 'madeira' on homepage.; Searched for 'madeira' in 'Ambientes' section.,Nardelli Home Revest Ltda,RIO DO SUL,Santa Catarina,-27.21790323,-49.64323753
Temasa Industria De Moveis Ltda - Cacador,https://www.temasa.com.br/,painel de madeira pinus,ERROR,A busca por informações sobre o trabalho da empresa com madeira e painéis de madeira pinus (Pinus/pine) não pôde ser concluída devido a falhas repetidas na navegação e carregamento da página. O agente foi encerrado conforme instruído.,unknown,unknown,0,30,35,O agente não conseguiu coletar informações sobre os materiais utilizados nos produtos. As tentativas de acessar páginas de produtos resultaram em páginas vazias ou com erro.,Não foi possível determinar os materiais utilizados nos produtos da empresa.,0,0,0,2026-01-15T13:13:15.643713+00:00,https://www.temasa.com.br/; https://www.temasa.com.br/categorias; https://www.temasa.com.br/produtos/19/linha-moon,Temasa Industria De Moveis Ltda,CACADOR,Santa Catarina,-26.77534767,-51.01903476
Casa Do Construtor - Florianopolis,https://casadoconstrutor.com.br,painel de madeira pinus,NOT_FOUND,Não foi possível completar a tarefa. Um modal persistente de 'Encontre uma loja' impediu a interação com a página e a busca por produtos. Não foram encontrados resultados para 'painel de madeira pinus'.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,,0,0,0,2026-01-15T13:13:17.634642+00:00,Navigated to https://casadoconstrutor.com.br; Dismissed cookie consent banner; Attempted to close 'Find a store' modal (multiple failures); Refreshed page; Scrolled down; Attempted to close 'Find a store' modal again (multiple failures); Searched for 'painel de madeira pinus'; Waited for search results; Attempted to extract search results (failed due to modal and no results),Casa Do Construtor,FLORIANOPOLIS,Santa Catarina,-27.58779555,-48.54763738
Mendonca Materiais De Construcao - Itapoa,https://mendoncamateriais.com.br/,painel de madeira pinus,NOT_FOUND,Não foram encontrados produtos relacionados a painel de madeira pinus ou madeira no site.,unknown,unknown,0,30,35,Nenhum produto relacionado a madeira ou painel de pinus foi encontrado após buscas por 'painel de madeira pinus' e 'madeira'.,Nenhum material relacionado a madeira ou painel de pinus foi encontrado.,0,0,0,2026-01-15T13:17:30.939983+00:00,Searched for 'painel de madeira pinus'; Searched for 'madeira'; Scrolled down the homepage,Mendonca Materiais De Construcao,ITAPOA,Santa Catarina,-26.00604789,-48.60416761
Inspirare Moveis Ltda - Uniao do Oeste,https://inspiraremoveis.com.br/,painel de madeira pinus,NOT_FOUND,"Nenhuma informação sobre produtos de madeira ou painéis de pinus foi encontrada nas categorias exploradas (Cozinha, Sala de Jantar, Salão de Festas, Complementos).",unknown,unknown,0,30,35,"Nenhuma informação sobre madeira ou painel de pinus foi encontrada nas descrições dos produtos nas categorias: Cozinha, Sala de Jantar, Salão de Festas, Complementos.",Nenhuma menção explícita de madeira ou painel de pinus foi encontrada nos produtos listados nas categorias exploradas.,0,0,0,2026-01-15T13:18:03.897577+00:00,"Navigated to https://inspiraremoveis.com.br/; Clicked 'PRODUTOS'; Scrolled down; Clicked 'PRODUTOS' again; Clicked 'Cozinha', extracted products; Clicked 'Sala de Jantar', extracted products; Clicked 'Salão de Festas', extracted products; Clicked 'Complementos', extracted products; Clicked 'PRODUTOS' again",Inspirare Moveis Ltda,UNIAO DO OESTE,Santa Catarina,-26.76173701,-52.85149646
Adami Sa Madeiras - Cacador,https://adami.com.br/,painel de madeira pinus,ERROR,"A página não carregou nenhum conteúdo, mesmo após rolar. Não foi possível extrair informações sobre produtos de madeira ou painéis de pinus.",unknown,unknown,0,30,35,,unknown,0,0,0,2026-01-15T13:18:26.641006+00:00,Attempted to navigate to https://adami.com.br/; Scrolled down the page to load content; Page remained empty and unresponsive,Adami Sa Madeiras,CACADOR,Santa Catarina,-26.77534767,-51.01903476
Ultraobra Servicos - Pouso Redondo,https://ultraobra.com/,madeira,NOT_FOUND,Nenhum produto relacionado a madeira ou painéis de pinus foi encontrado.,unknown,unknown,0,30,35,The webpage does not contain any products that are explicitly made of wood or mention 'pinus'.,Nenhum material de madeira ou painel de pinus foi identificado nos produtos listados.,0,0,0,2026-01-15T13:18:50.099272+00:00,Navigated to https://ultraobra.com/; Clicked 'Produtos'; Scrolled down; Searched for 'madeira'; Clicked search icon; Scrolled down 0.5 pages; Scrolled down 0.5 pages; Extracted product information,Ultraobra Servicos,POUSO REDONDO,Santa Catarina,-27.25108628,-49.95565214
Moveis Cadorin - Turvo,https://www.moveiscadorin.com.br/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre o trabalho com madeira ou painéis de pinus no site.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Nenhuma informação específica sobre materiais foi encontrada.,0,0,0,2026-01-15T13:22:45.470669+00:00,Navigated to https://www.moveiscadorin.com.br/; Clicked 'nossas soluções'; Clicked 'Cozinhas Moduladas'; Scrolled down multiple times; Extracted all text content from the page,Moveis Cadorin,TURVO,Paraná,-25.0401268,-51.53276433
