nome_empresa,url_site,data_coleta,categoria_produto,nome_produto,material,relacionado_madeira,menciona_pinus,fonte_indicio,categoria_produto_norm,categoria_produto_grupo,material_norm,material_grupo
Moveis Princesa Oeste Ltda - Pinhalzinho,https://www.lojasguido.com.br,2026-01-15T14:07:54.730352+00:00,Mesas,"MESA MALTA PLUS - MADEIRA LAMINADA - DIMENSÃO 2,20 X 1,10 - (CADEIRAS VENDIDAS SEPARADAMENTE)",MADEIRA LAMINADA,yes,no,"MESA MALTA PLUS - MADEIRA LAMINADA - DIMENSÃO 2,20 X 1,10 - (CADEIRAS VENDIDAS SEPARADAMENTE)",mesas,moveis,madeira laminada,Madeira
Moveis Princesa Oeste Ltda - Pinhalzinho,https://www.lojasguido.com.br,2026-01-15T14:07:54.730352+00:00,Mesas,"MESA MALTA PLUS - MADEIRA LAMINADA - DIMENSÃO 1,80 X 0,90 - (CADEIRAS VENDIDAS SEPARADAMENTE)",MADEIRA LAMINADA,yes,no,"MESA MALTA PLUS - MADEIRA LAMINADA - DIMENSÃO 1,80 X 0,90 - (CADEIRAS VENDIDAS SEPARADAMENTE)",mesas,moveis,madeira laminada,Madeira
Moveis Princesa Oeste Ltda - Pinhalzinho,https://www.lojasguido.com.br,2026-01-15T14:07:54.730352+00:00,Mesas,"MESA MALTA PLUS - MADEIRA LAMINADA - DIMENSÃO 2,00 X 1,00 - (CADEIRAS VENDIDAS SEPARADAMENTE)",MADEIRA LAMINADA,yes,no,"MESA MALTA PLUS - MADEIRA LAMINADA - DIMENSÃO 2,00 X 1,00 - (CADEIRAS VENDIDAS SEPARADAMENTE)",mesas,moveis,madeira laminada,Madeira
Moveis Sao Joao Ltda - Taio,https://www.saojoao.ind.br/,2026-01-15T12:26:07.643878+00:00,Nicho,NICHO MDP 12,MDP,yes,no,https://www.saojoao.ind.br/produtos,nicho,outros,mdp,Mdp
Moveis Sao Joao Ltda - Taio,https://www.saojoao.ind.br/,2026-01-15T12:26:07.643878+00:00,Nicho,NICHO MDP 25,MDP,yes,no,https://www.saojoao.ind.br/produtos,nicho,outros,mdp,Mdp
Moveis Serraltense Ltda - Sao Bento do Sul,http://www.serraltense.com.br/,2026-01-15T12:40:49.801668+00:00,,Demolição,,yes,no,https://serraltense.com.br/wp-content/uploads/2024/10/Serraltense371-536x375.jpg,nan,outros,,Não especificado
Moveis Serraltense Ltda - Sao Bento do Sul,http://www.serraltense.com.br/,2026-01-15T12:40:49.801668+00:00,,Diamond,,yes,no,https://serraltense.com.br/wp-content/uploads/2025/02/Conjunto-Mesa-de-Jantar-Buffet-baixa-2-375x375.jpg,nan,outros,,Não especificado
Moveis Serraltense Ltda - Sao Bento do Sul,http://www.serraltense.com.br/,2026-01-15T12:40:49.801668+00:00,,Ecowood,,yes,no,https://serraltense.com.br/wp-content/uploads/2024/10/7-375x375.jpg,nan,outros,,Não especificado
Moveis Serraltense Ltda - Sao Bento do Sul,http://www.serraltense.com.br/,2026-01-15T12:40:49.801668+00:00,,Farm,,yes,no,https://serraltense.com.br/wp-content/uploads/2024/10/5-375x375.jpg,nan,outros,,Não especificado
Moveis Serraltense Ltda - Sao Bento do Sul,http://www.serraltense.com.br/,2026-01-15T12:40:49.801668+00:00,,Kids,,yes,no,https://serraltense.com.br/wp-content/uploads/2025/02/1-375x375.jpg,nan,outros,,Não especificado
Moveis Serraltense Ltda - Sao Bento do Sul,http://www.serraltense.com.br/,2026-01-15T12:40:49.801668+00:00,,London,,yes,no,https://serraltense.com.br/wp-content/uploads/2024/10/2-1-375x375.jpg,nan,outros,,Não especificado
Moveis Serraltense Ltda - Sao Bento do Sul,http://www.serraltense.com.br/,2026-01-15T12:40:49.801668+00:00,,Slim,,yes,no,https://serraltense.com.br/wp-content/uploads/2024/10/115.1-375x375.jpg,nan,outros,,Não especificado
Moveis Serraltense Ltda - Sao Bento do Sul,http://www.serraltense.com.br/,2026-01-15T12:40:49.801668+00:00,,Studio,,yes,no,https://serraltense.com.br/wp-content/uploads/2025/02/Serraltense592-SAN-536x375.jpg,nan,outros,,Não especificado
Moveis Serraltense Ltda - Sao Bento do Sul,http://www.serraltense.com.br/,2026-01-15T12:40:49.801668+00:00,,Studio,,yes,no,https://serraltense.com.br/wp-content/uploads/2025/02/Serraltense591-SFI-Det-2-scaled.jpg,nan,outros,,Não especificado
Moveis Serraltense Ltda - Sao Bento do Sul,http://www.serraltense.com.br/,2026-01-15T12:40:49.801668+00:00,,Sunrise,,yes,no,https://serraltense.com.br/wp-content/uploads/2024/10/Alta-Ambientada-Sun-Rise-Mesa-de-Jantar-Cristaleira-2-portas-375x375.jpg,nan,outros,,Não especificado
Moveis Serraltense Ltda - Sao Bento do Sul,http://www.serraltense.com.br/,2026-01-15T12:40:49.801668+00:00,,Sweet Home,,yes,no,https://serraltense.com.br/wp-content/uploads/2024/10/linha-savana.jpg,nan,outros,,Não especificado
Moveis Serraltense Ltda - Sao Bento do Sul,http://www.serraltense.com.br/,2026-01-15T12:40:49.801668+00:00,,Veneziana,,yes,no,https://serraltense.com.br/wp-content/uploads/2024/10/2-375x375.jpg,nan,outros,,Não especificado
Mow Brazil Co Ltda - Navegantes,https://mowbrazil.com/pt/#lumber,2026-01-15T12:54:30.218892+00:00,MADEIRA SERRADA,EUCALIPTO SALIGNA/ GRANDIS,Eucalipto Saligna/Grandis,yes,no,https://mowbrazil.com/pt/#lumber,madeira serrada,madeira,eucalipto saligna/grandis,Eucalipto saligna/grandis
Móveis Katzer Ltda - Sao Bento do Sul,https://www.katzer.com.br/,2026-01-15T13:56:01.098574+00:00,Camas e beliches,Beliche Eldorado,,yes,no,Beliche Eldorado,camas e beliches,outros,,Não especificado
Móveis Katzer Ltda - Sao Bento do Sul,https://www.katzer.com.br/,2026-01-15T13:56:01.098574+00:00,Camas e beliches,Cama Cabana com Escorregador,,yes,no,Cama Cabana com Escorregador,camas e beliches,outros,,Não especificado
Móveis Katzer Ltda - Sao Bento do Sul,https://www.katzer.com.br/,2026-01-15T13:56:01.098574+00:00,Camas e beliches,Cama Rake,,yes,no,Cama Rake,camas e beliches,outros,,Não especificado
Móveis Katzer Ltda - Sao Bento do Sul,https://www.katzer.com.br/,2026-01-15T13:56:01.098574+00:00,Camas e beliches,Cama Mezzanino Solar,,yes,no,Cama Mezzanino Solar,camas e beliches,outros,,Não especificado
Móveis Katzer Ltda - Sao Bento do Sul,https://www.katzer.com.br/,2026-01-15T13:56:01.098574+00:00,Camas e beliches,Bicama Sofá Captains,,yes,no,Bicama Sofá Captains,camas e beliches,outros,,Não especificado
Móveis Katzer Ltda - Sao Bento do Sul,https://www.katzer.com.br/,2026-01-15T13:56:01.098574+00:00,Camas e beliches,Beliche Arco Caroline,,yes,no,Beliche Arco Caroline,camas e beliches,outros,,Não especificado
Passo Revestimentos - Passo de Torres,https://passorevestimentos.com.br/,2026-01-15T12:42:49.340663+00:00,Pisos,Pisos laminados,Madeira (substituto),yes,no,Pisos laminados,pisos,outros,madeira (substituto),Madeira
Pep Moveis E Madeira Ltda - Lages,https://pepmoveis.com/,2026-01-15T12:52:15.153283+00:00,,Olivia,Madeira 100% reflorestada,yes,no,Olivia,nan,outros,madeira 100% reflorestada,Madeira
Pep Moveis E Madeira Ltda - Lages,https://pepmoveis.com/,2026-01-15T12:52:15.153283+00:00,,Along,Madeira 100% reflorestada,yes,no,Along,nan,outros,madeira 100% reflorestada,Madeira
Pep Moveis E Madeira Ltda - Lages,https://pepmoveis.com/,2026-01-15T12:52:15.153283+00:00,,El Patio,Madeira 100% reflorestada,yes,no,El Patio,nan,outros,madeira 100% reflorestada,Madeira
Pep Moveis E Madeira Ltda - Lages,https://pepmoveis.com/,2026-01-15T12:52:15.153283+00:00,,Charcoal / Ash,Madeira 100% reflorestada,yes,no,Charcoal / Ash,nan,outros,madeira 100% reflorestada,Madeira
Pep Moveis E Madeira Ltda - Lages,https://pepmoveis.com/,2026-01-15T12:52:15.153283+00:00,,Corona,Madeira 100% reflorestada,yes,no,Corona,nan,outros,madeira 100% reflorestada,Madeira
Pep Moveis E Madeira Ltda - Lages,https://pepmoveis.com/,2026-01-15T12:52:15.153283+00:00,,Traditional,Madeira 100% reflorestada,yes,no,Traditional,nan,outros,madeira 100% reflorestada,Madeira
Pep Moveis E Madeira Ltda - Lages,https://pepmoveis.com/,2026-01-15T12:52:15.153283+00:00,,Clover Cottage,Madeira 100% reflorestada,yes,no,Clover Cottage,nan,outros,madeira 100% reflorestada,Madeira
Pierini Moveis Ltda - Criciuma,https://www.moveispierini.com.br,2026-01-15T12:56:30.603669+00:00,Design de Superfície,Madeira de Demolição,Madeira de Demolição,yes,no,Diferenciais,design de superficie,outros,madeira de demolicao,Madeira
Pierini Moveis Ltda - Criciuma,https://www.moveispierini.com.br,2026-01-15T12:56:30.603669+00:00,Passagem,Portas Amadeiradas,Madeira,yes,no,Diferenciais,passagem,outros,madeira,Madeira
Planeta Pallet - Balneario Camboriu,http://www.planetapallet.com.br/,2026-01-15T13:22:34.596252+00:00,,Planeta 03,Pallet 4 entradas - Dupla face reversíveis - Tamanho 1200x1000,yes,no,Planeta 03,nan,outros,pallet 4 entradas - dupla face reversiveis - tamanho 1200x1000,Pallet 4 entradas - dupla face reversiveis - tamanho 1200x1000
Planeta Pallet - Balneario Camboriu,http://www.planetapallet.com.br/,2026-01-15T13:22:34.596252+00:00,,Planeta 04,Pallet 4 entradas - Dupla face sem vãos,yes,no,Planeta 04,nan,outros,pallet 4 entradas - dupla face sem vaos,Pallet 4 entradas - dupla face sem vaos
Planeta Pallet - Balneario Camboriu,http://www.planetapallet.com.br/,2026-01-15T13:22:34.596252+00:00,,Planeta 05,Pallet 4 entradas - Dupla face - Longarinas com corte,yes,no,Planeta 05,nan,outros,pallet 4 entradas - dupla face - longarinas com corte,Pallet 4 entradas - dupla face - longarinas com corte
Planeta Pallet - Balneario Camboriu,http://www.planetapallet.com.br/,2026-01-15T13:22:34.596252+00:00,,Planeta 06,Pallet 2 entradas - Dupla face - Com reforço para tambor,yes,no,Planeta 06,nan,outros,pallet 2 entradas - dupla face - com reforco para tambor,Pallet 2 entradas - dupla face - com reforco para tambor
Planeta Pallet - Balneario Camboriu,http://www.planetapallet.com.br/,2026-01-15T13:22:34.596252+00:00,,Planeta 07,Pallet 2 entradas - Face Simples,yes,no,Planeta 07,nan,outros,pallet 2 entradas - face simples,Pallet 2 entradas - face simples
Planeta Pallet - Balneario Camboriu,http://www.planetapallet.com.br/,2026-01-15T13:22:34.596252+00:00,,Planeta 08,Pallet 2 entradas - Dupla face - Reversível com vãos,yes,no,Planeta 08,nan,outros,pallet 2 entradas - dupla face - reversivel com vaos,Pallet 2 entradas - dupla face - reversivel com vaos
Planeta Pallet - Balneario Camboriu,http://www.planetapallet.com.br/,2026-01-15T13:22:34.596252+00:00,,Planeta 09,Pallet 4 entradas - Dupla face,yes,no,Planeta 09,nan,outros,pallet 4 entradas - dupla face,Pallet 4 entradas - dupla face
Planeta Pallet - Balneario Camboriu,http://www.planetapallet.com.br/,2026-01-15T13:22:34.596252+00:00,,Planeta 10,Pallet 2 entradas - Dupla face - Reversível com 4 longar e tábuas abauladas,yes,no,Planeta 10,nan,outros,pallet 2 entradas - dupla face - reversivel com 4 longar e tabuas abauladas,Pallet 2 entradas - dupla face - reversivel com 4 longar e tabuas abauladas
Planeta Pallet - Balneario Camboriu,http://www.planetapallet.com.br/,2026-01-15T13:22:34.596252+00:00,,Planeta 11,Pallet 2 entradas - Dupla face - Com reforço,yes,no,Planeta 11,nan,outros,pallet 2 entradas - dupla face - com reforco,Pallet 2 entradas - dupla face - com reforco
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,2026-01-15T13:28:11.009506+00:00,Piso Laminado,Pratic,HDF,yes,no,extracted_content_0.md,piso laminado,madeira,hdf,Hdf
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,2026-01-15T13:28:11.009506+00:00,Piso Laminado,Master,HDF,yes,no,extracted_content_0.md,piso laminado,madeira,hdf,Hdf
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,2026-01-15T13:28:11.009506+00:00,Piso Laminado,Acustic,HDF,yes,no,extracted_content_0.md,piso laminado,madeira,hdf,Hdf
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,2026-01-15T13:28:11.009506+00:00,Piso Laminado,Acustic Home,HDF,yes,no,extracted_content_0.md,piso laminado,madeira,hdf,Hdf
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,2026-01-15T13:28:11.009506+00:00,Piso Laminado,Quick-Step - Impressive,Wood,yes,no,extracted_content_0.md,piso laminado,madeira,wood,Madeira
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,2026-01-15T13:28:11.009506+00:00,Piso Laminado,Quick-Step - Eligna Wide,Wood,yes,no,extracted_content_0.md,piso laminado,madeira,wood,Madeira
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,2026-01-15T13:28:11.009506+00:00,Piso Laminado,Quick-Step - Smart,Wood,yes,no,extracted_content_0.md,piso laminado,madeira,wood,Madeira
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,2026-01-15T13:28:11.009506+00:00,Piso Laminado,Quick-Step - Vision,Wood,yes,no,extracted_content_0.md,piso laminado,madeira,wood,Madeira
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,2026-01-15T13:28:11.009506+00:00,Piso Laminado,Quick-Step - Premiere,Wood,yes,no,extracted_content_0.md,piso laminado,madeira,wood,Madeira
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,2026-01-15T13:28:11.009506+00:00,Piso Laminado,Eucafloor - Gran Elegance,Wood,yes,no,extracted_content_0.md,piso laminado,madeira,wood,Madeira
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,2026-01-15T13:28:11.009506+00:00,Piso Laminado,Eucafloor - New Elegance,Wood,yes,no,extracted_content_0.md,piso laminado,madeira,wood,Madeira
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,2026-01-15T13:28:11.009506+00:00,Piso Laminado,Eucafloor - Evidence,Wood,yes,no,extracted_content_0.md,piso laminado,madeira,wood,Madeira
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,2026-01-15T13:28:11.009506+00:00,Piso Laminado,Eucafloor- Prime Click,Wood,yes,no,extracted_content_0.md,piso laminado,madeira,wood,Madeira
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,2026-01-15T13:28:11.009506+00:00,Piso Laminado,Eucafloor - Prime,Wood,yes,no,extracted_content_0.md,piso laminado,madeira,wood,Madeira
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,2026-01-15T13:28:11.009506+00:00,Piso Laminado,Classic,MDF,yes,no,extracted_content_0.md,piso laminado,madeira,mdf,Mdf
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,2026-01-15T13:28:11.009506+00:00,Piso Laminado,Classic,MDF,yes,no,extracted_content_1.md,piso laminado,madeira,mdf,Mdf
Plasforro Pvc - Joinville,https://espacoforropvc.com.br/,2026-01-15T13:28:11.009506+00:00,Piso Laminado,Perizzolo - Classic,Not specified,yes,no,extracted_content_0.md,piso laminado,madeira,not specified,Não especificado
Projecao Industria E Comercio - Chapeco,https://www.projecao.pro/,2026-01-15T12:58:18.436572+00:00,,Expositores em Marcenaria,Wood,yes,no,Expositores em Marcenaria,nan,outros,wood,Madeira
Projecao Industria E Comercio - Chapeco,https://www.projecao.pro/,2026-01-15T12:58:18.436572+00:00,Gôndolas e Expositores,Balcões em marcenaria,Wood,yes,no,Gôndolas e Expositores,gondolas e expositores,outros,wood,Madeira
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Poltrona Tennessee,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Produtos/Poltrona_Tennessee_m.png) Poltrona Tennessee,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Sofá Modular Rail,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Produtos/Sofa_Modular_Rail_m.png) Sofá Modular Rail,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Aparador Corsair,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Produtos/Aparador_Corsair_m.png) Aparador Corsair,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Cadeira PJ,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Produtos/Cadeira_PJ_m.png) Cadeira PJ,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Aparador Tennessee,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Produtos/Aparador_Tennessee_m.jpg) Aparador Tennessee,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Mesa Lateral Tennessee,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Produtos/Mesa_Lateral_Tennessee_m.png) Mesa Lateral Tennessee,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Mesa de Centro Tennessee,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Produtos/Mesa_Centro_Tennessee_m.png) Mesa de Centro Tennessee,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Mesa de Jantar Tennessee,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Produtos/Mesa_Jantar_Tennessee_m.png) Mesa de Jantar Tennessee,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Mesa de Jantar Corsair,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Produtos/Mesa_Jantar_Corsair_m.png) Mesa de Jantar Corsair,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Mesa Jantar Montauk,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Produtos/Mesa_Jantar_Montauk_m.jpg) Mesa Jantar Montauk,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Mesa Jantar Ray,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Produtos/Mesa_Jantar_Ray_m.jpg) Mesa Jantar Ray,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Mesa Jantar Valerie,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Produtos/Mesa_Jantar_Valerie_m.jpg) Mesa Jantar Valerie,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Banco Vermont,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Banco_Vermont_1900/Miniature/Banco_Vermont_1900_m.jpg) Banco Vermont,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Mesa Jantar Madison Light - Pé de Madeira,Wood (Pé de Madeira),yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Mesa_Jantar_Madison_Light_Pe_de_Madeira_1600/Miniature/Mesa_Jantar_Madison_Light_Pe_de_Madeira_1600_m.jpg) Mesa Jantar Madison Light - Pé de Madeira,classic wood,madeira,wood (pe de madeira),Madeira
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Aparador Montana,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Aparador_Montana_1500/Miniature/Aparador_Montana_1500_m.jpg) Aparador Montana,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Cadeira Jazz,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Jazz_Cadeira/Miniature/Jazz_Cadeira_m.jpg) Cadeira Jazz,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Cadeira Cross,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Cross_Cadeira/Miniature/Cross_Cadeira_m.jpg) Cadeira Cross,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Banqueta Cross,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Cross_Banqueta/Miniature/Cross_Banqueta_m.jpg) Banqueta Cross,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Industrial Loft,Mesa Edge X Industrial,,yes,no,![Industrial_Loft]( ClientAssets/Structure/Features/Segments/Industrial_Loft/Features/Banner/Industrial_Loft.jpg)![Industrial_Loft](ClientAssets/Structure/Features/Products/Industrial_Mesa_Edge_X/Miniature/Industrial_Mesa_Edge_X_m.jpg) Mesa Edge X Industrial,industrial loft,outros,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Banco Montana,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Banco_Montana_1600/Miniature/Banco_Montana_1600_m.jpg) Banco Montana,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Banco Triplo Village,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Banco_Triplo_Village/Miniature/Banco_Triplo_Village_m.jpg) Banco Triplo Village,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Banqueta Alta Village,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Banqueta_Alta_Village/Miniature/Banqueta_Alta_Village_m.jpg) Banqueta Alta Village,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Banqueta Village,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Banqueta_Village/Miniature/Banqueta_Village_m.jpg) Banqueta Village,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Mesa Montana,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Mesa_Montana_2400/Miniature/Mesa_Montana_2400_m.jpg) Mesa Montana,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Balcao Alto Vino,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Vino_Balcao_Alto/Miniature/Vino_Balcao_Alto_m.jpg) Balcao Alto Vino,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Classic Wood,Aparador Vino,,yes,no,![Classic_Wood](ClientAssets/Structure/Features/Products/Vino_Aparador/Miniature/Vino_Aparador_m.jpg) Aparador Vino,classic wood,madeira,,Não especificado
Renar Moveis S/A - Fraiburgo,https://www.renar.com.br/,2026-01-15T14:14:53.987102+00:00,Industrial Loft,Cadeira Balanco Village C/ Revestimento Ecológico Industrial,Ecological Coating (Revestimento Ecológico),yes,no,![Industrial_Loft]( ClientAssets/Structure/Features/Segments/Industrial_Loft/Features/Banner/Industrial_Loft.jpg)![Industrial_Loft](ClientAssets/Structure/Features/Products/Industrial_Cadeira_Balanco_Village_Com_Couro/Miniature/Industrial_Cadeira_Balanco_Village_Com_Couro_m.jpg) Cadeira Balanco Village C/ Revestimento Ecológico Industrial,industrial loft,outros,ecological coating (revestimento ecologico),Ecological coating (revestimento ecologico)
